Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11780552_1 - illumina_universal_adapter	(1, 0.001496364971657438)	(2, 0.0015578099101071395)	(3, 0.0016517845218537418)	(4, 0.001781903215041345)	(5, 0.0018469625616351468)	(6, 0.0019337083570935489)	(7, 0.002020454152551951)	(8, 0.0021469584375954543)	(9, 0.002255390681918457)	(10, 0.002522856884581864)	(12, 0.0028228527605421716)	(14, 0.0032222448604652316)	(16, 0.004158376569787155)	(18, 0.0048848726067512735)	(20, 0.005577031766346441)	(22, 0.006187866742699356)	(24, 0.006807737739412522)	(26, 0.007414958307621337)	(28, 0.008260729813340759)	(30, 0.009910707131122451)	(32, 0.012200434690409857)	(34, 0.014829916615242675)	(36, 0.017524457886669294)	(38, 0.020312973769842514)	(40, 0.02340509993712014)	(42, 0.027129747529615285)	(44, 0.031000778651946483)	(46, 0.0356344498926828)	(48, 0.04278736360985688)	(50, 0.05248120625233332)	(52, 0.06448284849481768)	(54, 0.07791037475014952)	(56, 0.0931017321798022)	(58, 0.11478818104440275)	(60, 0.14403416454238865)	(62, 0.17948427961972235)	(64, 0.22123250088815044)	(66, 0.27088181835958136)	(68, 0.3354441838335692)	(70, 0.42152312098938494)	(72, 0.5379522433312092)	(74, 0.6872489861314075)	(76, 0.86363029635942)	(78, 1.0763056859664135)	(80, 1.345494154110484)	(82, 1.7054386035488356)	(84, 2.1690081344785366)	(86, 2.7113175468274586)	(88, 3.325259106980228)	(90, 4.0526948900618125)	(92, 4.953240944000998)	(94, 6.047367469321897)	(96, 7.269135011047619)	(98, 8.55858595967976)	(100, 9.960983548406883)	(102, 11.567481343419121)	(104, 13.382915422813284)	(106, 15.313730446187481)	(108, 17.231407095957874)	(110, 19.166407603962938)	(112, 21.22716421452568)	(114, 23.448752951480508)	(116, 25.72939388869365)	(118, 27.908966938177393)	(120, 30.00523872316406)	(122, 32.15256763759428)	(124, 34.38859954949294)	(126, 36.63546203539539)	(128, 38.76781284247647)	(130, 40.75773066782298)	(132, 42.72610300622253)	(134, 44.747008959792495)	(136, 46.772257624747596)	(138, 48.674258586397016)
SRR11780552_1 - polya	(1, 0.012715487850944122)	(2, 0.019637079446895796)	(3, 0.022503305105167168)	(4, 0.027527332425466296)	(5, 0.03090318963205578)	(6, 0.03481036483582798)	(7, 0.039465722525428897)	(8, 0.05107158707613429)	(9, 0.06397502415057162)	(10, 0.07827723717677568)	(12, 0.08767831275958002)	(14, 0.10397387187725528)	(16, 0.12789402497490968)	(18, 0.14190708534958574)	(20, 0.15685447022951166)	(22, 0.1726946139210303)	(24, 0.18675466160157966)	(26, 0.20670980896515628)	(28, 0.22288609261407624)	(30, 0.23854370869431785)	(32, 0.25134955674886444)	(34, 0.26458009776034286)	(36, 0.2759437969653935)	(38, 0.28832314485893634)	(40, 0.30487894136298677)	(42, 0.31737937192935695)	(44, 0.33187495579127035)	(46, 0.34754341509594433)	(48, 0.3604432377622375)	(50, 0.3732635434493605)	(52, 0.38834285422654613)	(54, 0.4087154657307663)	(56, 0.42414175968978546)	(58, 0.437450010476362)	(60, 0.45147391407547033)	(62, 0.46512011202352027)	(64, 0.47958135900806476)	(66, 0.4947600660092131)	(68, 0.5095375737063663)	(70, 0.526825287859597)	(72, 0.5430268723655257)	(74, 0.5553411609124747)	(76, 0.5723089999449525)	(78, 0.5867630181132089)	(80, 0.5975429904029873)	(82, 0.6097940268074147)	(84, 0.627354628775525)	(86, 0.6456869068824006)	(88, 0.6577445724511185)	(90, 0.6709841494829571)	(92, 0.6837213237827658)	(94, 0.7012638537101556)	(96, 0.713628743971122)	(98, 0.7233081289810221)	(100, 0.7329314906646885)	(102, 0.7426415981438135)	(104, 0.7519758071759519)	(106, 0.7608021918638443)	(108, 0.7709966300342787)	(110, 0.7802133708017339)	(112, 0.7883024162282299)	(114, 0.7962974870429793)	(116, 0.8045274943870953)	(118, 0.812788224200436)	(120, 0.820083907039302)	(122, 0.8268320070443369)	(124, 0.8335078188864897)	(126, 0.8404420609109458)	(128, 0.846622698837357)	(130, 0.8532605593939968)	(132, 0.8602562463569026)	(134, 0.8679784293567723)	(136, 0.8744934000365128)	(138, 0.8801047686802281)
SRR11780552_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006433646496498163)	(4, 0.0008819155871604223)	(5, 0.0009614325663306243)	(6, 0.0009975766477716252)	(7, 0.0010590215862213267)	(8, 0.0011602250142561292)	(9, 0.0012903437074437325)	(10, 0.0014421488494959366)	(12, 0.0016264836648450412)	(14, 0.0019481659896699493)	(16, 0.002192138539396705)	(18, 0.0023059923959358585)	(20, 0.0025138208642216135)	(22, 0.002734299761011719)	(24, 0.0028608040460552223)	(26, 0.0029782723107384754)	(28, 0.0032276664726813816)	(30, 0.0034463381653994374)	(32, 0.0037138043680628435)	(34, 0.004002957019590851)	(36, 0.004328253752559859)	(38, 0.004619213608159917)	(40, 0.004924631096336374)	(42, 0.005287879114818433)	(44, 0.005775824214271946)	(46, 0.006191481150843456)	(48, 0.006619788515919317)	(50, 0.007048095880995179)	(52, 0.007431223144269788)	(54, 0.0079047106111469)	(56, 0.008396270118744512)	(58, 0.008862528769333425)	(60, 0.009363124297291286)	(62, 0.009986609702148552)	(64, 0.010790815514210822)	(66, 0.011920318059242102)	(68, 0.015946768731769603)	(70, 0.12531153035595016)	(72, 0.14198840953282799)	(74, 0.14476427498749686)	(76, 0.14650099810073697)	(78, 0.14775519772673967)	(80, 0.14906903508712005)	(82, 0.1503123914886905)	(84, 0.15153767584954042)	(86, 0.15325090530984387)	(88, 0.15525870903389147)	(90, 0.15720145341134528)	(92, 0.15903757274854813)	(94, 0.16086465606539072)	(96, 0.16293029031974393)	(98, 0.16526519798083256)	(100, 0.16823985588342694)	(102, 0.17166812200810588)	(104, 0.17552650270193274)	(106, 0.17974090259795344)	(108, 0.18417939579890835)	(110, 0.18871005640753782)	(112, 0.19375396297262948)	(114, 0.1992822002290306)	(116, 0.20531464742153366)	(118, 0.2134994746638483)	(120, 0.22466980303318962)	(122, 0.2377991406166332)	(124, 0.2530410997603033)	(126, 0.2696547267946594)	(128, 0.2918291207587135)	(130, 0.32209256014926346)	(132, 0.3584263980178296)	(134, 0.40106195648563436)	(136, 0.4510925940162678)	(138, 0.5129387317699644)
SRR11780552_2 - illumina_universal_adapter	(1, 0.0015325090530984387)	(2, 0.0015939539915481402)	(3, 0.0016843141951506425)	(4, 0.001818047296482346)	(5, 0.0018794922349320475)	(6, 0.0019662380303904496)	(7, 0.002056598233992952)	(8, 0.002183102519036455)	(9, 0.002295149171503558)	(10, 0.0025590009660228646)	(12, 0.002846346413478822)	(14, 0.0032800753907708327)	(16, 0.004913787871904074)	(18, 0.005636669500724093)	(20, 0.00633063586439131)	(22, 0.006963157289608826)	(24, 0.007604714735186592)	(26, 0.008246272180764357)	(28, 0.00911373013534838)	(30, 0.010868525289308975)	(32, 0.013263070684775285)	(34, 0.016120260322686406)	(36, 0.019080460592704383)	(38, 0.02208403376045156)	(40, 0.02534603711050189)	(42, 0.029226104253193337)	(44, 0.03319653159948729)	(46, 0.03793682788047456)	(48, 0.045254197168205196)	(50, 0.05504382162650029)	(52, 0.0668846227065722)	(54, 0.08004648996331268)	(56, 0.09551977122820517)	(58, 0.11737248286743432)	(60, 0.1469473775065333)	(62, 0.18277519823492547)	(64, 0.22482522258338594)	(66, 0.2747889935633535)	(68, 0.3395284650364023)	(70, 0.4259182412926107)	(72, 0.5426310946737467)	(74, 0.6922332549621215)	(76, 0.8689019106375899)	(78, 1.0820995822214057)	(80, 1.3518591268522442)	(82, 1.7121903179620146)	(84, 2.1764881521327517)	(86, 2.7189222615626454)	(88, 3.333624654629748)	(90, 4.0611399546905025)	(92, 4.961991426117866)	(94, 6.056179396377214)	(96, 7.276741532986878)	(98, 8.565100930359499)	(100, 9.966676241233841)	(102, 11.571932487048581)	(104, 13.385756347614546)	(106, 15.313858757676597)	(108, 17.225781269681583)	(110, 19.155911362712473)	(112, 21.20794098481128)	(114, 23.420103345326304)	(116, 25.68893781833674)	(118, 27.85612609831472)	(120, 29.94230826296713)	(122, 32.07908129841251)	(124, 34.30136580893509)	(126, 36.53097311035761)	(128, 38.649656033041765)	(130, 40.62677523915003)	(132, 42.582867625879985)	(134, 44.5887304127542)	(136, 46.596984130615745)	(138, 48.48187267690693)
SRR11780552_2 - polya	(1, 0.015635929631376996)	(2, 0.02455628893101602)	(3, 0.029471884006992143)	(4, 0.036856119845388634)	(5, 0.042823507691297884)	(6, 0.04850897170196732)	(7, 0.055557067582962506)	(8, 0.06967133138567336)	(9, 0.08616749015534618)	(10, 0.1046353085676256)	(12, 0.11948871883580492)	(14, 0.14135046649539434)	(16, 0.16957176528452783)	(18, 0.18852752879626078)	(20, 0.20956157699085126)	(22, 0.23017996824887021)	(24, 0.2492459712089982)	(26, 0.27248480837148975)	(28, 0.29242549810248997)	(30, 0.3113469247368539)	(32, 0.3272268269179577)	(34, 0.34337600250579686)	(36, 0.35764026424648787)	(38, 0.3725316258001803)	(40, 0.3918940102281244)	(42, 0.4072823529016306)	(44, 0.42389236552784254)	(46, 0.44095237196799497)	(48, 0.45566482031855443)	(50, 0.47053991703559833)	(52, 0.48853786238914476)	(54, 0.5127507825464712)	(56, 0.5310939038777792)	(58, 0.5471075391602147)	(60, 0.5627290111590153)	(62, 0.5774776035910156)	(64, 0.5933575057721194)	(66, 0.6099566751738992)	(68, 0.6261709101083321)	(70, 0.6451067943752724)	(72, 0.6617782519399342)	(74, 0.6753250536640213)	(76, 0.6932434820383975)	(78, 0.7088486892005497)	(80, 0.7208792467081868)	(82, 0.7342796649024379)	(84, 0.7531559114350006)	(86, 0.7732664783487735)	(88, 0.7867446063181227)	(90, 0.800511886939)	(92, 0.8139159195413952)	(94, 0.8318108542628349)	(96, 0.844714291337272)	(98, 0.8554002890153041)	(100, 0.8658079772662401)	(102, 0.8766168648211716)	(104, 0.886889012766704)	(106, 0.8966406859394861)	(108, 0.9079953491241766)	(110, 0.9181771368661065)	(112, 0.9273794200009853)	(114, 0.936214840709238)	(116, 0.94531411321201)	(118, 0.9546989239581658)	(120, 0.9634403700546719)	(122, 0.9712655636866486)	(124, 0.9794883422144763)	(126, 0.9878267818029152)	(128, 0.9954658334154708)	(130, 1.0036000589437681)	(132, 1.0124156004072282)	(134, 1.021110059197861)	(136, 1.028918987993189)	(138, 1.0358984101194464)
SRR11780552_2 - polyg	(1, 0.2257631614967799)	(2, 0.22806915389271576)	(3, 0.22814867087188598)	(4, 0.22827156074878538)	(5, 0.22832577687094688)	(6, 0.22842336589083756)	(7, 0.22858601425732208)	(8, 0.22886432368441778)	(9, 0.22921853568253958)	(10, 0.22978419055709126)	(12, 0.23098778846907658)	(14, 0.2318118735259314)	(16, 0.23207572532045073)	(18, 0.23229258980909673)	(20, 0.23254921278732782)	(22, 0.23282932941849557)	(24, 0.23303354347863725)	(26, 0.23317450539625717)	(28, 0.2333823338645429)	(30, 0.23363353523055785)	(32, 0.23385401412734796)	(34, 0.2341124443096511)	(36, 0.23435099524716171)	(38, 0.23470159283713943)	(40, 0.2350178535497482)	(42, 0.23541363124152714)	(44, 0.23581483054552227)	(46, 0.23619615060472482)	(48, 0.23656301303135097)	(50, 0.23695879072312995)	(52, 0.23742866378186295)	(54, 0.23788950082023572)	(56, 0.23840816838891407)	(58, 0.23889249908022347)	(60, 0.23947261158735156)	(62, 0.2400997114003529)	(64, 0.24164306367788366)	(66, 0.24326774013865665)	(68, 0.2448038635998992)	(70, 0.24656950197829208)	(72, 0.24850682474352973)	(74, 0.25051824287572144)	(76, 0.25273026065991067)	(78, 0.2551175772390888)	(80, 0.25794585161184713)	(82, 0.2609096662900092)	(84, 0.2644698583119478)	(86, 0.26876919679935485)	(88, 0.27378780250743784)	(90, 0.2795563979054215)	(92, 0.2862683538290154)	(94, 0.2952953381689054)	(96, 0.3061204905604852)	(98, 0.32058896636131784)	(100, 0.3375116252919945)	(102, 0.3569553339031809)	(104, 0.3818911356893274)	(106, 0.41524308683901107)	(108, 0.4566136024563807)	(110, 0.5104285253138869)	(112, 0.5813703211622114)	(114, 0.6699883800392575)	(116, 0.7772097976339867)	(118, 0.9095531590342836)	(120, 1.0880940781283959)	(122, 1.298955034847051)	(124, 1.563685130545374)	(126, 1.8538263227007927)	(128, 2.20091432237058)	(130, 2.639582388391504)	(132, 3.151892213144395)	(134, 3.7280523649668864)	(136, 4.358240689727386)	(138, 5.072684482735003)
SRR11780553_1 - illumina_universal_adapter	(1, 0.0016741914133574238)	(2, 0.0017312279945740094)	(3, 0.0017849094827778547)	(4, 0.0018419460639944403)	(5, 0.001888917366172805)	(6, 0.0019392437613639096)	(7, 0.002056672016809821)	(8, 0.0022646877835997216)	(9, 0.002298238713727125)	(10, 0.0025179973060616163)	(12, 0.0027075600612814447)	(14, 0.003038036723036367)	(16, 0.003811385662473013)	(18, 0.00429787414932036)	(20, 0.004770942264116746)	(22, 0.00531614487868705)	(24, 0.005797600726015287)	(26, 0.006327705422028259)	(28, 0.007013821943133656)	(30, 0.008693045996010191)	(32, 0.010545057339042851)	(34, 0.01268057404165207)	(36, 0.01512979194095251)	(38, 0.017597462851823023)	(40, 0.020382190052397494)	(42, 0.024212028726440578)	(44, 0.0279948960983053)	(46, 0.03263834482793791)	(48, 0.03938543687655871)	(50, 0.04890383575370302)	(52, 0.060354768206185766)	(54, 0.07312089711966271)	(56, 0.08795711842200045)	(58, 0.10822355776545839)	(60, 0.13639124115391982)	(62, 0.17109296818469305)	(64, 0.2114698350465165)	(66, 0.259664068628025)	(68, 0.32227178179226584)	(70, 0.4054395049385795)	(72, 0.5162313864052906)	(74, 0.6595190212468982)	(76, 0.8290401283551223)	(78, 1.0339859850383655)	(80, 1.2961445653213626)	(82, 1.6425981800029543)	(84, 2.090935904202432)	(86, 2.6134362819020276)	(88, 3.2076484176559354)	(90, 3.916535955038801)	(92, 4.791158377065013)	(94, 5.853724721932407)	(96, 7.043360182017822)	(98, 8.306837884220638)	(100, 9.681365810052148)	(102, 11.258610133259932)	(104, 13.049001838020605)	(106, 14.960480527157582)	(108, 16.86788613337709)	(110, 18.796662004541254)	(112, 20.851047525462892)	(114, 23.064699311699314)	(116, 25.345515027411277)	(118, 27.539678755883195)	(120, 29.64811650278659)	(122, 31.80834346543464)	(124, 34.06149979434957)	(126, 36.32981443349607)	(128, 38.47917760496887)	(130, 40.48495453832192)	(132, 42.46854256403522)	(134, 44.5082965243283)	(136, 46.56390162156007)	(138, 48.50333997831872)
SRR11780553_1 - polya	(1, 0.00510980665840352)	(2, 0.00909901225055177)	(3, 0.01103490091890294)	(4, 0.013950476746974284)	(5, 0.01625207055371415)	(6, 0.018993181545122997)	(7, 0.02197250414043641)	(8, 0.02982342179024878)	(9, 0.03905328266829742)	(10, 0.04848444912711049)	(12, 0.055097337455221676)	(14, 0.06508880444716236)	(16, 0.07924394186791381)	(18, 0.08795376332898772)	(20, 0.09730944019501411)	(22, 0.10781591396441045)	(24, 0.11760775292209309)	(26, 0.13082178675277087)	(28, 0.1415429864749826)	(30, 0.15209307645354458)	(32, 0.1606586289150706)	(34, 0.16943387468989296)	(36, 0.1770264501777243)	(38, 0.1846223807585684)	(40, 0.1949627774238341)	(42, 0.20356691345500666)	(44, 0.21250823633395965)	(46, 0.2222883324660977)	(48, 0.23088072567172568)	(50, 0.23914767485511784)	(52, 0.24817790769890846)	(54, 0.26043070738143614)	(56, 0.2700665345140264)	(58, 0.27848949552251095)	(60, 0.28755327929642893)	(62, 0.29642582276862073)	(64, 0.3057831771811535)	(66, 0.31586858677745094)	(68, 0.32538698565459523)	(70, 0.33680268963044424)	(72, 0.3469870744706175)	(74, 0.3550174895966115)	(76, 0.365275686483065)	(78, 0.374248882745639)	(80, 0.38133148409553386)	(82, 0.38915723854775064)	(84, 0.39943221089926795)	(86, 0.4104520138996135)	(88, 0.41821737667760106)	(90, 0.42644909738435943)	(92, 0.43485360538127393)	(94, 0.4460713588693712)	(96, 0.4540732557047569)	(98, 0.460526777114763)	(100, 0.46707591867563203)	(102, 0.4735344727251572)	(104, 0.47951995865988595)	(106, 0.48505753967741383)	(108, 0.4916771381915505)	(110, 0.4974562859059957)	(112, 0.502678488180326)	(114, 0.5077362908970321)	(116, 0.5128830035785757)	(118, 0.5181387567830336)	(120, 0.5232787592785517)	(122, 0.5286066469827833)	(124, 0.5330722757827406)	(126, 0.5373936355831502)	(128, 0.541557306011961)	(130, 0.5459675757772081)	(132, 0.5509129828779874)	(134, 0.555995948792289)	(136, 0.5602770474765456)	(138, 0.5638569317211395)
SRR11780553_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00037577041742691675)	(4, 0.0004764232078091266)	(5, 0.0005066190449237896)	(6, 0.0005401699750511928)	(7, 0.0005703658121658558)	(8, 0.0005972065562677784)	(9, 0.0007112797187009495)	(10, 0.0007918019510067175)	(12, 0.0009142628459717394)	(14, 0.0012564823332712528)	(16, 0.001503081669707667)	(18, 0.0016288976576854294)	(20, 0.0018167828663988878)	(22, 0.0019845375170359043)	(24, 0.0020986106794690755)	(26, 0.0022042961093703957)	(28, 0.0024156669691730364)	(30, 0.002581744073303683)	(32, 0.002823310770220986)	(34, 0.0030900406647338423)	(36, 0.0033651582917785493)	(38, 0.0036302106397850353)	(40, 0.003866744697183228)	(42, 0.004155282696278897)	(44, 0.004574669322871438)	(46, 0.004890048066069028)	(48, 0.00520542680926662)	(50, 0.005559389122110724)	(52, 0.005891543330372017)	(54, 0.006285766759369005)	(56, 0.0067705776997099825)	(58, 0.007129572652073198)	(60, 0.007594253034337733)	(62, 0.008050545684070418)	(64, 0.00858232792658976)	(66, 0.009770030853099836)	(68, 0.014975457662366454)	(70, 0.18241472955618526)	(72, 0.20508173795025894)	(74, 0.2085089654627732)	(76, 0.2103223932361593)	(78, 0.2118405728244243)	(80, 0.21321783850615422)	(82, 0.214299856002763)	(84, 0.21548420383626032)	(86, 0.217368088562914)	(88, 0.21912112466207084)	(90, 0.2207265366686671)	(92, 0.22229168755911044)	(94, 0.22380986714737544)	(96, 0.22562665001377435)	(98, 0.2277101627746861)	(100, 0.2306274161492638)	(102, 0.23353124915179055)	(104, 0.23685782387392257)	(106, 0.24067759726892746)	(108, 0.2448798512673847)	(110, 0.2490854603588547)	(112, 0.2540610632967486)	(114, 0.259347012338321)	(116, 0.26529223715689687)	(118, 0.2732756809807125)	(120, 0.2840086235284688)	(122, 0.2967344913257929)	(124, 0.3109181470371526)	(126, 0.32695045899853226)	(128, 0.34818819776917853)	(130, 0.37700676920211157)	(132, 0.41218827453370666)	(134, 0.4533535882535241)	(136, 0.5014505241376631)	(138, 0.5622867481911771)
SRR11780553_2 - illumina_universal_adapter	(1, 0.0017077423434848271)	(2, 0.001768134017714153)	(3, 0.0018251705989307386)	(4, 0.0018855622731600646)	(5, 0.0019291784823256886)	(6, 0.0019895701565550146)	(7, 0.0021103535050136664)	(8, 0.0023116590857780862)	(9, 0.00234856510891823)	(10, 0.002563291061733611)	(12, 0.0027528538169534393)	(14, 0.003120236501848505)	(16, 0.004665256834215426)	(18, 0.0051165168444290005)	(20, 0.005579519680187166)	(22, 0.006119689655238359)	(24, 0.006621276060643038)	(26, 0.00715641339617512)	(28, 0.007891178765965252)	(30, 0.009632472039577483)	(32, 0.011620364649626128)	(34, 0.013858211689123927)	(36, 0.01645002104146583)	(38, 0.019050218126339585)	(40, 0.021913790012713454)	(42, 0.025787244895922164)	(44, 0.02963721412804169)	(46, 0.03434776471792911)	(48, 0.04120389728946397)	(50, 0.050737394085165616)	(52, 0.06216484088655917)	(54, 0.07483031700965392)	(56, 0.08976719110237386)	(58, 0.11008563438752927)	(60, 0.1382247994853824)	(62, 0.1729936283764104)	(64, 0.2134224991799314)	(66, 0.26160498993589526)	(68, 0.3241657317979578)	(70, 0.4071355044565197)	(72, 0.5176371703776288)	(74, 0.6604433493719082)	(76, 0.8292917603310779)	(78, 1.0334156192261994)	(80, 1.294183513455416)	(82, 1.6390082304793223)	(84, 2.084583035582808)	(86, 2.6043892735931733)	(88, 3.1954761402057135)	(90, 3.900525451182004)	(92, 4.770809737942743)	(94, 5.825429545009461)	(96, 7.00557512450834)	(98, 8.259458938241227)	(100, 9.624332583928574)	(102, 11.190431288148037)	(104, 12.96529897753876)	(106, 14.85912148969619)	(108, 16.745844625038664)	(110, 18.653927960046747)	(112, 20.68452922660107)	(114, 22.86956039189231)	(116, 25.117611946788358)	(118, 27.281338271448696)	(120, 29.362599764948893)	(122, 31.493781687385653)	(124, 33.71300292802322)	(126, 35.94324397166114)	(128, 38.05831138235771)	(130, 40.032230030008286)	(132, 41.98251540247713)	(134, 43.98602764804658)	(136, 46.00101934435913)	(138, 47.900756885498026)
SRR11780553_2 - polya	(1, 0.00643171330542321)	(2, 0.01175624591664211)	(3, 0.0161480626703192)	(4, 0.021613509188073195)	(5, 0.026927976520253874)	(6, 0.031930420202249704)	(7, 0.03774479639332869)	(8, 0.04811538889570905)	(9, 0.06061646546117951)	(10, 0.07552146617027841)	(12, 0.08822049322350056)	(14, 0.10477284460185497)	(16, 0.12484636609708036)	(18, 0.13937727393525873)	(20, 0.15537100232699186)	(22, 0.17120033116110073)	(24, 0.186378771950738)	(26, 0.20354510535042386)	(28, 0.21814143750235065)	(30, 0.2324827825853092)	(32, 0.2447456475468751)	(34, 0.2566797133931924)	(36, 0.26778339371885657)	(38, 0.27866731545218615)	(40, 0.29158945619075555)	(42, 0.30265958558629225)	(44, 0.3143806030263006)	(46, 0.326985687475166)	(48, 0.33758778139542545)	(50, 0.3484347971056149)	(52, 0.3607630863809293)	(54, 0.377026899760188)	(56, 0.39007988912625424)	(58, 0.4015090134741542)	(60, 0.4127368322412897)	(62, 0.423605656056062)	(64, 0.43434866388285653)	(66, 0.44567042525434875)	(68, 0.4567422321963919)	(70, 0.46896315849529846)	(72, 0.48026814440172705)	(74, 0.4897932534648968)	(76, 0.5018229394620772)	(78, 0.5118211166400435)	(80, 0.5201417473116394)	(82, 0.5287257527847355)	(84, 0.540515549631505)	(86, 0.5528119655231984)	(88, 0.56162914996068)	(90, 0.571273364825802)	(92, 0.5805921356686883)	(94, 0.5923467040388241)	(96, 0.6013568063245383)	(98, 0.609118814009513)	(100, 0.6169646990198062)	(102, 0.6243928749500134)	(104, 0.6318193733337141)	(106, 0.6383618047085577)	(108, 0.6460634207193031)	(110, 0.6529849776045864)	(112, 0.6593764297938567)	(114, 0.6656252905300856)	(116, 0.671750012824843)	(118, 0.6781901138627981)	(120, 0.6846453128193105)	(122, 0.6913504662052721)	(124, 0.6969668919085994)	(126, 0.702611835902535)	(128, 0.7079665643508686)	(130, 0.7133481335433041)	(132, 0.7195416352448226)	(134, 0.7258005612600897)	(136, 0.7314572480795699)	(138, 0.736773392958257)
SRR11780553_2 - polyg	(1, 0.3413740038603029)	(2, 0.3446854806638776)	(3, 0.3448901413376548)	(4, 0.34506796126733)	(5, 0.3452524913830307)	(6, 0.34547728261488436)	(7, 0.34578595117205646)	(8, 0.34640999847242615)	(9, 0.34734942451599343)	(10, 0.3485002214193634)	(12, 0.3504646283783228)	(14, 0.3517311759906323)	(16, 0.35221095429145416)	(18, 0.3526169205459958)	(20, 0.35300107869595454)	(22, 0.35344227342712986)	(24, 0.35378617046093574)	(26, 0.3542022019945156)	(28, 0.35454777657482783)	(30, 0.35484805739946806)	(32, 0.355178534061223)	(34, 0.3555945655948028)	(36, 0.35593678508210236)	(38, 0.35637965735978405)	(40, 0.3569047294162779)	(42, 0.3574163811007208)	(44, 0.35797668163384844)	(46, 0.3584212314580365)	(48, 0.35883558544510996)	(50, 0.3593170412924382)	(52, 0.35987063163954036)	(54, 0.3604074465215788)	(56, 0.36101975099640393)	(58, 0.36164883093629274)	(60, 0.36226616805063694)	(62, 0.36295731721126145)	(64, 0.36452582319471755)	(66, 0.3661027169107055)	(68, 0.3675034682435246)	(70, 0.36923301869159225)	(72, 0.3711269686972841)	(74, 0.3732037712721704)	(76, 0.3752856064865758)	(78, 0.37766604497911505)	(80, 0.38036689485437103)	(82, 0.38328247068244237)	(84, 0.3867583470436413)	(86, 0.39084652787966545)	(88, 0.3956493435274032)	(90, 0.4011382756962464)	(92, 0.4075196626064785)	(94, 0.4156641508949056)	(96, 0.4256824586309482)	(98, 0.4384955588466036)	(100, 0.4541319698324799)	(102, 0.47286009902959636)	(104, 0.49604211420112565)	(106, 0.5270582715574037)	(108, 0.5662675660507934)	(110, 0.6162450315685735)	(112, 0.6820434381879303)	(114, 0.7641744375933073)	(116, 0.8632738199106184)	(118, 0.9881302512867368)	(120, 1.1543096857542716)	(122, 1.354934182637105)	(124, 1.6034928933929595)	(126, 1.879261408482138)	(128, 2.2105567129321693)	(130, 2.6328807234573643)	(132, 3.1308016897456246)	(134, 3.7002750471700914)	(136, 4.320581418830587)	(138, 5.024162876613804)
SRR11780554_1 - illumina_universal_adapter	(1, 0.0014941133274908812)	(2, 0.001547713805607146)	(3, 0.0016415146423106094)	(4, 0.0018257662858352697)	(5, 0.0019162170926564665)	(6, 0.002023418048888996)	(7, 0.002167469333826458)	(8, 0.0023986213957028495)	(9, 0.0025125224116999125)	(10, 0.0028559004746322334)	(12, 0.0032880543294446186)	(14, 0.003956385290956795)	(16, 0.005004944644106226)	(18, 0.005994878474315991)	(20, 0.006958012065467624)	(22, 0.007765369267093863)	(24, 0.008561001364132168)	(26, 0.00940018384963994)	(28, 0.010450418217730503)	(30, 0.012363285280504701)	(32, 0.014572629987859492)	(34, 0.01708347738461827)	(36, 0.01978862651454851)	(38, 0.02254737612259501)	(40, 0.02566122889816177)	(42, 0.029458487769710905)	(44, 0.03378170133277589)	(46, 0.039074748546757035)	(48, 0.04632588822692298)	(50, 0.05603427482573145)	(52, 0.06741097630590864)	(54, 0.07987308746794022)	(56, 0.09504704781966655)	(58, 0.11626446207900175)	(60, 0.14534942151683994)	(62, 0.17970565297442453)	(64, 0.22006848801091305)	(66, 0.26775448837003624)	(68, 0.32999804358254875)	(70, 0.4117354226799703)	(72, 0.5203065411343469)	(74, 0.6585086738973711)	(76, 0.8264138466115117)	(78, 1.0309231208342378)	(80, 1.2906576376661278)	(82, 1.628025746989663)	(84, 2.06127673658849)	(86, 2.5748480426445406)	(88, 3.16713835087409)	(90, 3.872210765120025)	(92, 4.727235541941035)	(94, 5.760835336651203)	(96, 6.928834980208023)	(98, 8.189638826578333)	(100, 9.569283308007108)	(102, 11.12384959973843)	(104, 12.875962128582188)	(106, 14.755580144774893)	(108, 16.642752478352108)	(110, 18.573567326220548)	(112, 20.611114126138006)	(114, 22.78243599432907)	(116, 25.02221237313437)	(118, 27.188929625252257)	(120, 29.296996229206364)	(122, 31.43747269725646)	(124, 33.63974549152978)	(126, 35.8600699218237)	(128, 37.98615298648464)	(130, 39.997060348778305)	(132, 41.97105708182917)	(134, 43.98336308159869)	(136, 45.9906926119781)	(138, 47.88788153490329)
